# EDA calibration coefficients — shifted Michaelis-Menten model (fit on raw samples)
# Forward : Raw = Rmax * max(G-G0,0) / (max(G-G0,0) + K)
# Inverse : G   = G0 + K * Raw / (Rmax - Raw)
# G0_std / K_std  : curve_fit covariance on all raw samples
# sigma_raw       : mean ADC noise floor across resistance conditions [ADC]
# G_min / G_max   : conductance at RAW thresholds [µS]
# sigma_G_*       : measurement uncertainty at G_min, G_mid, G_max [µS]
# S_*             : sensitivity dRAW/dG at G_min, G_mid, G_max [ADC/µS]
# res_*           : resolution sigma_raw/S at G_min, G_mid, G_max [µS]
# NOTE: *_min/mid/max refer to position on G axis, not metric magnitude
#       S is highest at G_min (steep); resolution is best at G_min (low res_min value)
DAC,G0,G0_std,K,K_std,Rmax,R2,RMSE,RMSE_cond,cov_G0K,N_fit,sigma_raw,status,G_min,G_max,sigma_G_min,sigma_G_mid,sigma_G_max,S_min,S_mid,S_max,res_min,res_mid,res_max
166.0,5.534728740976523,3.5021473595397175e-05,5.560306684527497,6.250490986572685e-05,8547336.84,0.9999962726922886,4285.3996724845165,3422.925969458189,-1.2588355114494732e-09,108000,2144.411191666667,OK,5.737,30.689,0.002994,0.029995,0.085065,1431192.0,142872.18,50377.91,0.001498,0.015009,0.042566
167.0,5.547274684679063,3.0747968713627105e-05,5.572619572698498,5.5128467192658784e-05,8547336.84,0.9999971131223047,3779.7921610111725,2962.328054964232,-9.702089561228446e-10,108000,1899.6405833333333,OK,5.75,30.7573,0.002647,0.026514,0.075195,1428029.73,142556.5,50266.6,0.00133,0.013326,0.037791
168.0,5.556308588516903,2.8678487196110924e-05,5.580916297034997,5.1585764376255835e-05,8547336.84,0.9999974796691151,3537.274027377884,2736.687149443427,-8.438578707768409e-10,108000,1825.6513783333335,OK,5.7593,30.8038,0.002481,0.02485,0.070475,1425906.79,142344.57,50191.87,0.00128,0.012826,0.036373
169.0,5.5633739142698975,2.8139548157946093e-05,5.587658484575306,5.074568165131191e-05,8547336.84,0.9999975669633738,3479.833386907632,2586.032119574432,-8.123169999970007e-10,108000,1874.6295166666669,OK,5.7666,30.8414,0.002443,0.024476,0.069414,1424186.26,142172.82,50131.31,0.001316,0.013186,0.037394
170.0,5.568602358784214,2.773541940881601e-05,5.592491086651396,5.011107003763153e-05,8547336.84,0.9999976314922504,3436.5145785482177,2560.9570610563683,-7.89048715499372e-10,108000,1805.5865899999997,OK,5.772,30.8685,0.002415,0.024192,0.06861,1422955.59,142049.96,50087.99,0.001269,0.012711,0.036048
171.0,5.572697456874896,2.6869045955711143e-05,5.596549296050551,4.861772102302683e-05,8547336.84,0.9999977737618062,3334.121740553162,2500.101055297269,-7.404487738519496e-10,108000,1769.138975,OK,5.7763,30.8909,0.002345,0.023489,0.066614,1421923.76,141946.96,50051.67,0.001244,0.012463,0.035346
172.0,5.5757573720448095,2.6862519018184064e-05,5.599596421967393,4.8659735933073524e-05,8547336.84,0.999997772302569,3337.009256146426,2508.226153010311,-7.40030216626477e-10,108000,1763.5811383333335,OK,5.7794,30.9078,0.002348,0.023522,0.066708,1421150.0,141869.72,50024.43,0.001241,0.012431,0.035254
173.0,5.578385398286485,2.700151383141104e-05,5.602107923482025,4.895783135258677e-05,8547336.84,0.9999977469719854,3357.5094537847535,2479.7631583558855,-7.476518744112759e-10,108000,1795.9741350000002,OK,5.7822,30.9218,0.002364,0.023677,0.067147,1420512.88,141806.11,50002.01,0.001264,0.012665,0.035918
174.0,5.580372697317599,2.6604827678790246e-05,5.6041218155294406,4.8273288583557086e-05,8547336.84,0.999997811077032,3310.550875548305,2479.68258284958,-7.258055549617519e-10,108000,1742.0499950000003,OK,5.7842,30.9329,0.002331,0.023354,0.066232,1420002.4,141755.15,49984.04,0.001227,0.012289,0.034852
175.0,5.582005294433408,2.6798857497724126e-05,5.605649594888689,4.865387222894477e-05,8547336.84,0.9999977776555538,3336.7021938995435,2475.8425491844046,-7.363932645009518e-10,108000,1786.9629000000002,OK,5.7859,30.9414,0.00235,0.023545,0.066774,1419615.39,141716.52,49970.42,0.001259,0.012609,0.03576
176.0,5.583261277893783,2.6627467841815118e-05,5.606806261780189,4.8364490210648834e-05,8547336.84,0.9999978048764843,3316.9044717121997,2505.8228624992275,-7.269747110026772e-10,108000,1741.2625699999999,OK,5.7872,30.9479,0.002337,0.02341,0.066391,1419322.53,141687.28,49960.11,0.001227,0.012289,0.034853
177.0,5.584357804114921,2.6545516690511486e-05,5.6078648569841265,4.823467772508405e-05,8547336.84,0.9999978174867675,3308.020133837702,2488.5487095645944,-7.22481992323406e-10,108000,1765.6998216666666,OK,5.7883,30.9538,0.002331,0.023352,0.066226,1419054.6,141660.54,49950.68,0.001244,0.012464,0.035349
178.0,5.585162007259519,2.689282503113023e-05,5.608671695111029,4.8879954090116344e-05,8547336.84,0.99999775932636,3352.273029386668,2509.4208450487245,-7.414927819173134e-10,108000,1769.2255033333336,OK,5.7892,30.9582,0.002363,0.023668,0.067121,1418850.46,141640.16,49943.49,0.001247,0.012491,0.035425
179.0,5.585870121702953,2.6581930958771744e-05,5.60938786270149,4.832724584604022e-05,8547336.84,0.9999978102855638,3314.363407926391,2498.9826387209364,-7.244322851511186e-10,108000,1723.4585683333332,OK,5.7899,30.9622,0.002336,0.023403,0.066371,1418669.31,141622.08,49937.11,0.001215,0.012169,0.034513
180.0,5.586462770263423,2.6800741734116606e-05,5.609765415466625,4.873513344839822e-05,8547336.84,0.9999977734996506,3342.4421815304086,2481.3211726284744,-7.363884221627476e-10,108000,1760.8766783333333,OK,5.7905,30.9645,0.002356,0.023603,0.066938,1418573.83,141612.54,49933.75,0.001241,0.012434,0.035264
181.0,5.586919306724481,2.6379026093427582e-05,5.610279234885953,4.797627231718415e-05,8547336.84,0.9999978426731936,3290.369033138561,2484.538882369351,-7.133875793431842e-10,108000,1713.886836666667,OK,5.791,30.9673,0.00232,0.023237,0.065901,1418443.91,141599.57,49929.18,0.001208,0.012104,0.034326
182.0,5.587291741488952,2.6730151853131743e-05,5.610623004386913,4.862136386531679e-05,8547336.84,0.9999977845550015,3334.6255392333255,2477.8234301777206,-7.324961189259499e-10,108000,1774.3812183333334,OK,5.7914,30.9692,0.002351,0.023551,0.066791,1418357.0,141590.9,49926.12,0.001251,0.012532,0.03554
183.0,5.587594251215268,2.6755689947691458e-05,5.6109566163673685,4.867318177317876e-05,8547336.84,0.999997780074424,3338.164169056422,2481.5566636625294,-7.33890277464913e-10,108000,1761.6465766666665,OK,5.7917,30.971,0.002354,0.023578,0.066866,1418272.67,141582.48,49923.15,0.001242,0.012443,0.035287
184.0,5.587898558034201,2.6730120467306422e-05,5.6112112386569,4.8631927377488966e-05,8547336.84,0.9999977840248635,3335.359062544759,2501.6624447842087,-7.324798295384469e-10,108000,1746.1054483333335,OK,5.792,30.9725,0.002352,0.023559,0.066813,1418208.31,141576.06,49920.89,0.001231,0.012333,0.034977
185.0,5.588091393171296,2.6732267309314512e-05,5.61143741567183,4.8639272016053914e-05,8547336.84,0.9999977835414011,3335.8465039618895,2474.952268764295,-7.325938864669249e-10,108000,1759.0910216666666,OK,5.7922,30.9737,0.002352,0.023563,0.066825,1418151.15,141570.35,49918.87,0.00124,0.012426,0.035239
186.0,5.58827435408884,2.642451466563382e-05,5.611586393736271,4.8082437636295365e-05,8547336.84,0.9999978341179988,3297.6733040219824,2497.8031111143837,-7.158180774520653e-10,108000,1722.0167566666667,OK,5.7924,30.9745,0.002325,0.023294,0.066062,1418113.5,141566.59,49917.55,0.001214,0.012164,0.034497
187.0,5.588370815970297,2.6341836053345767e-05,5.611774769771711,4.793380887907698e-05,8547336.84,0.9999978476520931,3287.4355802182595,2473.8891591052293,-7.113458995887725e-10,108000,1709.6527133333334,OK,5.7925,30.9755,0.002318,0.023223,0.06586,1418065.9,141561.84,49915.87,0.001206,0.012077,0.034251
188.0,5.588517937950941,2.6503531479151444e-05,5.611801134724888,4.8230411248411584e-05,8547336.84,0.9999978209669406,3307.8358591279325,2461.3136810314954,-7.200990908747163e-10,108000,1756.9801599999998,OK,5.7926,30.9758,0.002333,0.023367,0.066269,1418059.24,141561.17,49915.64,0.001239,0.012411,0.035199
189.0,5.588561150737494,2.6626357938402705e-05,5.6119787981252,4.8454898774989445e-05,8547336.84,0.9999978007212821,3323.166740754705,2493.0724395862926,-7.267915055779537e-10,108000,1760.1019049999998,OK,5.7927,30.9766,0.002344,0.023476,0.066578,1418014.34,141556.69,49914.06,0.001241,0.012434,0.035263
190.0,5.588658595518042,2.6152556932382607e-05,5.6120202060165365,4.759425658538555e-05,8547336.84,0.9999978782201198,3264.168356551517,2485.5107857381886,-7.011523152668039e-10,108000,1697.9004300000004,OK,5.7928,30.9769,0.002302,0.023059,0.065396,1418003.88,141555.65,49913.69,0.001197,0.011995,0.034017
191.0,5.5886955484188325,2.651449257517221e-05,5.612110607363673,4.825366140904869e-05,8547336.84,0.9999978190891351,3309.3665773660505,2469.0561804693743,-7.20694222340293e-10,108000,1749.8216833333333,OK,5.7928,30.9773,0.002334,0.023379,0.066303,1417981.04,141553.37,49912.89,0.001234,0.012362,0.035058
192.0,5.588774347564917,2.5769351341170634e-05,5.61218418834662,4.689890620115004e-05,8547336.84,0.9999979398754947,3216.456247560565,2474.5522689320474,-6.807539819143111e-10,108000,1649.3762466666667,OK,5.7929,30.9777,0.002268,0.022723,0.064442,1417962.45,141551.51,49912.23,0.001163,0.011652,0.033046
193.0,5.588872498784333,2.6075817490798013e-05,5.612143274507176,4.745812144214458e-05,8547336.84,0.9999978904304235,3254.8750152906027,2469.2314681255757,-6.97036448366088e-10,108000,1698.1463866666668,OK,5.793,30.9777,0.002295,0.022994,0.065211,1417972.79,141552.54,49912.6,0.001198,0.011997,0.034022
194.0,5.588841214354762,2.5824632390004917e-05,5.612308802949194,4.7000738746298676e-05,8547336.84,0.9999979309882567,3223.412964816534,2502.154674923826,-6.83677831853649e-10,108000,1644.091436666667,OK,5.793,30.9784,0.002273,0.022773,0.064583,1417930.96,141548.37,49911.12,0.00116,0.011615,0.03294
195.0,5.588872455082627,2.5722847921715956e-05,5.6122873556211035,4.681593714403848e-05,8547336.84,0.9999979472486386,3210.7636483075776,2455.136812337178,-6.782971930911124e-10,108000,1660.7069083333333,OK,5.793,30.9783,0.002264,0.022683,0.064329,1417936.38,141548.91,49911.32,0.001171,0.011732,0.033273
196.0,5.588902121356233,2.645843217137483e-05,5.612300419027202,4.815519968763566e-05,8547336.84,0.9999978281217519,3302.6219200735977,2485.3188831184575,-7.176446491509184e-10,108000,1728.2329583333333,OK,5.7931,30.9784,0.002329,0.023332,0.06617,1417933.08,141548.58,49911.2,0.001219,0.012209,0.034626
197.0,5.588953078084268,2.6267905249971112e-05,5.612365963550637,4.780933640745367e-05,8547336.84,0.9999978592642217,3278.894645079792,2459.1879904485345,-7.073455696494844e-10,108000,1731.5334866666662,OK,5.7931,30.9787,0.002312,0.023165,0.065695,1417916.52,141546.93,49910.62,0.001221,0.012233,0.034693
198.0,5.588966189235909,2.6185904153206607e-05,5.612385085526894,4.766032371933867e-05,8547336.84,0.9999978725988701,3268.672083098069,2456.6872283873226,-7.029360480099926e-10,108000,1703.7628200000004,OK,5.7931,30.9788,0.002305,0.023093,0.065491,1417911.69,141546.44,49910.45,0.001202,0.012037,0.034136
199.0,5.588955324754799,2.6339393857011868e-05,5.612376195820472,4.7939502342843405e-05,8547336.84,0.999997847608145,3287.817900563788,2463.8897838946186,-7.112010872916361e-10,108000,1724.8075500000004,OK,5.7931,30.9788,0.002319,0.023228,0.065874,1417913.94,141546.67,49910.52,0.001216,0.012185,0.034558
200.0,5.588950023267976,2.6600178700227e-05,5.612419760862101,4.841413459998895e-05,8547336.84,0.999997804794974,3320.345674471579,2468.6172520776217,-7.253553505600562e-10,108000,1771.6351866666666,OK,5.7931,30.979,0.002342,0.023458,0.066526,1417902.93,141545.57,49910.14,0.001249,0.012516,0.035496
201.0,5.588963259682307,2.6046407081839254e-05,5.612427055955736,4.740644915160882e-05,8547336.84,0.9999978952506671,3251.2392998850355,2447.9641573943945,-6.954678785318796e-10,108000,1704.3618899999997,OK,5.7931,30.979,0.002293,0.02297,0.065142,1417901.09,141545.39,49910.07,0.001202,0.012041,0.034149
202.0,5.589023873697769,2.565571135895707e-05,5.612334685183084,4.669613875846977e-05,8547336.84,0.9999979577811609,3202.596296659454,2468.8146283612464,-6.747552320751757e-10,108000,1635.9175383333334,OK,5.7932,30.9787,0.002259,0.022626,0.064166,1417924.43,141547.72,49910.89,0.001154,0.011557,0.032777
203.0,5.589008573943363,2.726485202585027e-05,5.61233410825081,4.962469662200243e-05,8547336.84,0.9999976935986236,3403.440475187504,2453.311091765143,-7.62052476025676e-10,108000,1864.4700683333335,OK,5.7932,30.9787,0.0024,0.024044,0.06819,1417924.57,141547.73,49910.9,0.001315,0.013172,0.037356
204.0,5.589003788196838,2.5786334556586692e-05,5.612483938696222,4.6933809217538904e-05,8547336.84,0.9999979370237514,3218.816883124929,2489.618973449187,-6.8164829475492e-10,108000,1628.6479483333337,OK,5.7932,30.9793,0.00227,0.022741,0.064493,1417886.72,141543.95,49909.57,0.001149,0.011506,0.032632
205.0,5.588993014593626,2.5811736038629423e-05,5.612436729978033,4.697980299139302e-05,8547336.84,0.9999979329559611,3221.9884384590123,2459.5157678556584,-6.829912202893963e-10,108000,1640.7104083333334,OK,5.7931,30.9791,0.002272,0.022763,0.064556,1417898.65,141545.14,49909.99,0.001157,0.011591,0.032873
206.0,5.589008324937568,2.6194160185668366e-05,5.612507229292262,4.7676201470665545e-05,8547336.84,0.9999978712454051,3269.7227266585223,2485.185809117172,-7.033804853411295e-10,108000,1705.562801666667,OK,5.7932,30.9794,0.002306,0.023101,0.065513,1417880.83,141543.36,49909.36,0.001203,0.01205,0.034173
207.0,5.589038560168002,2.580737762401152e-05,5.612383005795348,4.697248834943685e-05,8547336.84,0.999997933582705,3221.533552075525,2457.8941981870985,-6.827570996129131e-10,108000,1650.23651,OK,5.7932,30.9789,0.002272,0.02276,0.064546,1417912.22,141546.5,49910.46,0.001164,0.011659,0.033064
208.0,5.589040909321745,2.5928657261134288e-05,5.612419145202619,4.71933244895843e-05,8547336.84,0.9999979141280619,3236.66324658063,2444.4616596839473,-6.891901036337386e-10,108000,1702.4498766666666,OK,5.7932,30.9791,0.002283,0.022867,0.06485,1417903.09,141545.58,49910.14,0.001201,0.012028,0.03411
209.0,5.5889900224856905,2.6180402898563616e-05,5.6124310534000506,4.765075610662249e-05,8547336.84,0.9999978734764745,3268.0052867603795,2467.0282017821446,-7.026407697107329e-10,108000,1712.7407816666664,OK,5.7931,30.9791,0.002305,0.023088,0.065478,1417900.08,141545.28,49910.04,0.001208,0.0121,0.034317
210.0,5.589042873858318,2.5523620321909703e-05,5.61247231347048,4.6456219490188425e-05,8547336.84,0.9999979788053964,3186.0864409417113,2454.786842098233,-6.678275291280921e-10,108000,1615.4202283333332,OK,5.7932,30.9793,0.002247,0.022509,0.063837,1417889.66,141544.24,49909.67,0.001139,0.011413,0.032367
211.0,5.589071202516792,2.6408054791281743e-05,5.612382760272331,4.806630592381078e-05,8547336.84,0.99999783624042,3296.5671705906143,2439.984893679152,-7.149082514211174e-10,108000,1738.2689766666665,OK,5.7932,30.9789,0.002325,0.02329,0.06605,1417912.28,141546.5,49910.47,0.001226,0.012281,0.034828
212.0,5.588984765904122,2.6768514352966115e-05,5.612522548389729,4.872123719759591e-05,8547336.84,0.9999977769390868,3341.374160636666,2465.54014295795,-7.345660528687828e-10,108000,1779.3595766666667,OK,5.7931,30.9795,0.002357,0.023607,0.066949,1417876.96,141542.98,49909.22,0.001255,0.012571,0.035652
213.0,5.589029605631381,2.638756644458989e-05,5.612414850817391,4.8028410570634695e-05,8547336.84,0.9999978396576746,3293.932629976074,2449.714021406743,-7.138022749224263e-10,108000,1755.914533333333,OK,5.7932,30.979,0.002323,0.023271,0.065997,1417904.17,141545.69,49910.18,0.001238,0.012405,0.035181
214.0,5.5889971553167035,2.6071501774089464e-05,5.612443359445497,4.745267634259508e-05,8547336.84,0.9999978911760338,3254.4180350619313,2426.3448915730764,-6.968074230439127e-10,108000,1720.2405233333332,OK,5.7932,30.9791,0.002295,0.022992,0.065206,1417896.97,141544.97,49909.93,0.001213,0.012153,0.034467
215.0,5.589086199910936,2.6431470556447446e-05,5.612461257810118,4.8109287146012625e-05,8547336.84,0.9999978324199978,3299.4843254596,2457.5980696173333,-7.161779397060953e-10,108000,1757.963736666667,OK,5.7932,30.9793,0.002327,0.023311,0.066109,1417892.45,141544.52,49909.77,0.00124,0.01242,0.035223
216.0,5.58904290007631,2.6038976619282163e-05,5.612484228904031,4.739425157292334e-05,8547336.84,0.9999978963639506,3250.4134704702296,2479.2154723180115,-6.950687677531981e-10,108000,1685.626715,OK,5.7932,30.9794,0.002292,0.022964,0.065126,1417886.65,141543.94,49909.56,0.001189,0.011909,0.033774
217.0,5.5890577059792115,2.599922112853801e-05,5.612488775513253,4.732212841749382e-05,8547336.84,0.9999979027790681,3245.471954661936,2449.234296747551,-6.929473733331667e-10,108000,1706.19353,OK,5.7932,30.9794,0.002289,0.022929,0.065027,1417885.5,141543.83,49909.52,0.001203,0.012054,0.034186
218.0,5.588986613858269,2.5843167031180773e-05,5.612503859222983,4.703701578820465e-05,8547336.84,0.9999979279814741,3225.8775487886505,2459.408723883048,-6.846575748809973e-10,108000,1654.616525,OK,5.7931,30.9794,0.002275,0.022791,0.064635,1417881.69,141543.45,49909.39,0.001167,0.01169,0.033152
219.0,5.589006119053225,2.6114111325271773e-05,5.6124466224370835,4.753037467736005e-05,8547336.84,0.9999978842325773,3259.7494849367213,2467.7461237829866,-6.990865758132117e-10,108000,1703.3113416666667,OK,5.7932,30.9792,0.002299,0.02303,0.065313,1417896.15,141544.89,49909.9,0.001201,0.012034,0.034128
220.0,5.589043935913779,2.5930033748411123e-05,5.6125403430896545,4.719606610320604e-05,8547336.84,0.9999979139541743,3236.795281488966,2465.2025066107967,-6.89266208446603e-10,108000,1684.7790066666669,OK,5.7932,30.9796,0.002283,0.022868,0.064854,1417872.47,141542.53,49909.07,0.001188,0.011903,0.033757
221.0,5.5890348717731255,2.615925417373768e-05,5.612483070135567,4.7613046135915326e-05,8547336.84,0.9999978768997221,3265.4155556220776,2464.9997088060345,-7.015052129704251e-10,108000,1715.1037283333337,OK,5.7932,30.9794,0.002303,0.02307,0.065427,1417886.94,141543.97,49909.57,0.00121,0.012117,0.034364
222.0,5.589027000938174,2.6549850058756627e-05,5.6125144043459185,4.832390320697342e-05,8547336.84,0.9999978130521326,3314.148864370268,2471.94431366759,-7.226118167356725e-10,108000,1771.219133333333,OK,5.7932,30.9795,0.002337,0.023414,0.066403,1417879.02,141543.18,49909.3,0.001249,0.012514,0.035489
223.0,5.589091455833909,2.615872341911844e-05,5.612495959115052,4.761298276036445e-05,8547336.84,0.9999978769204302,3265.432140094794,2460.372161699141,-7.014743264943984e-10,108000,1685.7534533333335,OK,5.7932,30.9795,0.002303,0.02307,0.065427,1417883.68,141543.65,49909.46,0.001189,0.01191,0.033776
224.0,5.589013670582317,2.6315781817228044e-05,5.6125705335416285,4.7897750413513e-05,8547336.84,0.999997851502328,3284.8890853945345,2465.439147530806,-7.099287544810264e-10,108000,1736.70539,OK,5.7932,30.9797,0.002317,0.023208,0.065818,1417864.84,141541.77,49908.8,0.001225,0.01227,0.034798
225.0,5.58898672986589,2.6255953837870665e-05,5.612593846654387,4.778847133824173e-05,8547336.84,0.9999978613150403,3277.3705038563753,2462.7340266896813,-7.067063384785253e-10,108000,1704.8424033333336,OK,5.7931,30.9798,0.002311,0.023155,0.065667,1417858.95,141541.18,49908.59,0.001202,0.012045,0.034159
226.0,5.588962483458336,2.6361415919593397e-05,5.61249211746699,4.797987970517194e-05,8547336.84,0.999997844060786,3290.534792720993,2453.3987046201178,-7.123935016592919e-10,108000,1751.9943449999998,OK,5.7931,30.9793,0.002321,0.023247,0.06593,1417884.65,141543.74,49909.49,0.001236,0.012378,0.035103
227.0,5.58900938043518,2.5852577350488828e-05,5.612555855527813,4.705457568548009e-05,8547336.84,0.9999979264802668,3227.0680161501386,2445.5250399847896,-6.851565127900012e-10,108000,1686.8044100000002,OK,5.7932,30.9797,0.002276,0.022799,0.064659,1417868.55,141542.14,49908.93,0.00119,0.011917,0.033798
228.0,5.589000312321413,2.5692409925150184e-05,5.612580611039345,4.676295250587835e-05,8547336.84,0.9999979520850794,3207.052204513287,2469.073165341263,-6.76694205020033e-10,108000,1635.0395266666667,OK,5.7932,30.9798,0.002262,0.022658,0.064258,1417862.3,141541.51,49908.71,0.001153,0.011552,0.032761
229.0,5.5889604195033105,2.596540505787372e-05,5.612578551029514,4.7259212302556824e-05,8547336.84,0.999997908397704,3241.0682452778683,2466.716111416539,-6.911529114096311e-10,108000,1653.0041133333334,OK,5.7931,30.9797,0.002286,0.022898,0.06494,1417862.82,141541.56,49908.73,0.001166,0.011679,0.033121
230.0,5.588938375294619,2.632472787243571e-05,5.612561590399243,4.791283682171086e-05,8547336.84,0.9999978501425053,3285.8918096147504,2462.272167493202,-7.104149743774878e-10,108000,1721.6622666666667,OK,5.7931,30.9796,0.002317,0.023215,0.065838,1417867.1,141541.99,49908.88,0.001214,0.012164,0.034496
231.0,5.588976885183371,2.6118806583479423e-05,5.6126034844792345,4.75387115613127e-05,8547336.84,0.9999978836221008,3260.2324566537404,2453.8929718413174,-6.993434304779581e-10,108000,1698.1094483333334,OK,5.7931,30.9798,0.002299,0.023034,0.065324,1417856.52,141540.94,49908.5,0.001198,0.011997,0.034024
232.0,5.588944742902506,2.5712152562404645e-05,5.612612164137726,4.679808317128746e-05,8547336.84,0.9999979490524351,3209.4205523473206,2455.789983249644,-6.777379674589929e-10,108000,1644.4573483333331,OK,5.7931,30.9799,0.002264,0.022675,0.064306,1417854.33,141540.72,49908.43,0.00116,0.011618,0.032949
233.0,5.588968556790591,2.6415836930600693e-05,5.612615307404519,4.807922176061209e-05,8547336.84,0.9999978352348848,3297.2913008396113,2437.8538030938244,-7.153408440856623e-10,108000,1757.1105949999999,OK,5.7931,30.9799,0.002326,0.023296,0.066067,1417853.53,141540.64,49908.4,0.001239,0.012414,0.035207
234.0,5.588950922022903,2.6826292431946256e-05,5.612611851710249,4.882600045008262e-05,8547336.84,0.9999977674743822,3348.4987150632505,2429.6861554084876,-7.377446296733206e-10,108000,1831.088393333333,OK,5.7931,30.9799,0.002362,0.023657,0.067093,1417854.4,141540.73,49908.43,0.001291,0.012937,0.036689
235.0,5.588925685461731,2.559476709229538e-05,5.612648463184763,4.658419729772707e-05,8547336.84,0.9999979677639997,3194.726371848514,2464.7832630743355,-6.715656173121181e-10,108000,1644.0506633333332,OK,5.7931,30.98,0.002253,0.022571,0.064012,1417845.16,141539.8,49908.1,0.00116,0.011615,0.032942
236.0,5.588921843094677,2.6637414872656e-05,5.612614884801818,4.848177136213278e-05,8547336.84,0.9999977988356674,3324.875734257839,2447.879431962153,-7.273941834302922e-10,108000,1769.4053649999996,OK,5.7931,30.9798,0.002345,0.023491,0.06662,1417853.64,141540.65,49908.4,0.001248,0.012501,0.035453
237.0,5.589023175432277,2.6030992320260474e-05,5.612434659449243,4.7379335085262585e-05,8547336.84,0.9999978976883699,3249.404655416736,2418.148388761382,-6.946422512473566e-10,108000,1720.6785300000001,OK,5.7932,30.9791,0.002292,0.022957,0.065105,1417899.17,141545.19,49910.01,0.001214,0.012156,0.034476
238.0,5.588965723529947,2.594944539710631e-05,5.612526695190394,4.723016575011552e-05,8547336.84,0.9999979109551519,3239.1032978889284,2433.9509606495426,-6.903019635924676e-10,108000,1702.9102433333335,OK,5.7931,30.9795,0.002284,0.022884,0.0649,1417875.92,141542.87,49909.19,0.001201,0.012031,0.03412
239.0,5.588932899730664,2.6395893322397548e-05,5.612516552721797,4.804220449108637e-05,8547336.84,0.9999978384896377,3294.783055838909,2441.577646081937,-7.142602764731971e-10,108000,1754.2865866666664,OK,5.7931,30.9794,0.002324,0.023278,0.066015,1417878.48,141543.13,49909.28,0.001237,0.012394,0.03515
240.0,5.588930044854763,2.5920011345657743e-05,5.612597836856674,4.717615184451339e-05,8547336.84,0.9999979157724367,3235.3484425701686,2429.450384056713,-6.887403437719734e-10,108000,1682.8485366666666,OK,5.7931,30.9798,0.002282,0.022858,0.064826,1417857.95,141541.08,49908.55,0.001187,0.011889,0.033719
241.0,5.5889259470234105,2.629579086373803e-05,5.61259300119364,4.786002378949797e-05,8547336.84,0.9999978549252498,3282.248846405806,2419.2469949481647,-7.088554272828174e-10,108000,1742.7728500000003,OK,5.7931,30.9797,0.002315,0.023189,0.065765,1417859.17,141541.2,49908.6,0.001229,0.012313,0.034919
242.0,5.588921012977756,2.5616326117735464e-05,5.612574761162456,4.662325057712823e-05,8547336.84,0.9999979643425996,3197.4369697699262,2423.54430780883,-6.726958295589143e-10,108000,1662.3722883333328,OK,5.7931,30.9797,0.002255,0.02259,0.064066,1417863.77,141541.66,49908.76,0.001172,0.011745,0.033308
243.0,5.588919118691052,2.6342625538726164e-05,5.612601844361152,4.7945172564791676e-05,8547336.84,0.9999978472707873,3288.080826716431,2443.66628539036,-7.113832897097552e-10,108000,1746.2404866666666,OK,5.7931,30.9798,0.002319,0.023231,0.065882,1417856.93,141540.98,49908.52,0.001232,0.012337,0.034989
244.0,5.588922564650994,2.5870492899030095e-05,5.612581142801322,4.708588365915676e-05,8547336.84,0.9999979237235984,3229.1621767359034,2451.810793813775,-6.861112140549502e-10,108000,1678.5431866666665,OK,5.7931,30.9797,0.002277,0.022814,0.064701,1417862.16,141541.5,49908.7,0.001184,0.011859,0.033632
245.0,5.588917577573099,2.6022812109864328e-05,5.612629569979143,4.736311223249775e-05,8547336.84,0.9999978992698724,3248.149203444951,2419.2515077950775,-6.942157844963879e-10,108000,1707.5176150000002,OK,5.7931,30.9799,0.002291,0.022949,0.065082,1417849.93,141540.28,49908.27,0.001204,0.012064,0.034213
246.0,5.588963799173776,2.6081851232589258e-05,5.612536479809003,4.7471140191522995e-05,8547336.84,0.9999978895999682,3255.6240903540984,2414.2064593837063,-6.973647474055416e-10,108000,1730.4881416666665,OK,5.7931,30.9795,0.002296,0.023001,0.065231,1417873.45,141542.63,49909.1,0.00122,0.012226,0.034673
247.0,5.58889851327715,2.5819757195868643e-05,5.612623751429879,4.6993237522286116e-05,8547336.84,0.9999979319354507,3222.7770325992997,2426.1317897734984,-6.83424938339393e-10,108000,1712.1044333333334,OK,5.7931,30.9799,0.002273,0.022769,0.064574,1417851.4,141540.43,49908.32,0.001208,0.012096,0.034305
248.0,5.589023428770778,2.6320180286407943e-05,5.612488225360358,4.7905778775573864e-05,8547336.84,0.9999978507395082,3285.4839704095166,2451.834849670311,-7.101634555074253e-10,108000,1745.4434766666668,OK,5.7932,30.9794,0.002317,0.023212,0.065829,1417885.64,141543.84,49909.53,0.001231,0.012331,0.034972
249.0,5.588919280360225,2.5766033734608074e-05,5.612565926287506,4.689568755996807e-05,8547336.84,0.9999979404816564,3216.124096826677,2421.5128468071875,-6.805814398438364e-10,108000,1695.7763083333332,OK,5.7931,30.9796,0.002268,0.022722,0.06444,1417866.01,141541.88,49908.84,0.001196,0.011981,0.033977
250.0,5.588951421079017,2.6725244153399425e-05,5.6125197479588556,4.8641944707278806e-05,8547336.84,0.9999977842079806,3335.921294844426,2423.371431230233,-7.321947785663939e-10,108000,1814.7040749999999,OK,5.7931,30.9794,0.002353,0.023568,0.06684,1417877.67,141543.05,49909.25,0.00128,0.012821,0.03636
